###動物####,,,
動物,かわいい動物が好き,0,1
いぬ,犬って、忠誠心が強いんですよね,0,0
イヌ,犬って、忠誠心が強いんですよね,0,0
猫,可愛いよね、私好きです,0,0
ネコ,可愛いよね、私好きです,0,0
昆虫,カサカサ動くやつ,0,0
ムシ,カサカサ動くやつ,0,0
クワガタ,カサカサ動くやつ,0,0
カマキリ,カサカサ動くやつ,0,0
クモ,カサカサ動くやつ,0,0
セミ,カサカサ動くやつ,0,0
虫,カサカサ動くやつ,0,0
蝶,カサカサ動くやつ,0,0
蛾,カサカサ動くやつ,0,0
鳥,飛べるって、いいですよね,0,0
スズメ,飛べるって、いいですよね,0,0
鳩,飛べるって、いいですよね,0,0
ハト,飛べるって、いいですよね,0,0
鶴,飛べるって、いいですよね,0,0
ツル,飛べるって、いいですよね,0,0
ツバメ,飛べるって、いいですよね,0,0
ハヤブサ,飛べるって、いいですよね,0,0
カラス,飛べるって、いいですよね,0,0
アヒル,飛べるって、いいですよね…飛べないんだっけ,0,0
鶏,飛べるって、いいですよね…飛べないんだっけ,0,0
ダチョウ,飛べるって、いいですよね…飛べないんだっけ,0,0
ペンギン,飛べるって、いいですよね…飛べないんだっけ,0,0
魚,泳ぐやつでしょ,0,0
めだか,泳ぐやつでしょ,0,0
キンギョ,泳ぐやつでしょ,0,0
きんぎょ,泳ぐやつでしょ,0,0
サメ,泳ぐやつでしょ,0,0
鮫,泳ぐやつでしょ,0,0
フグ,泳ぐやつでしょ,0,0
ブラックバス,泳ぐやつでしょ,0,0
鮎,泳ぐやつでしょ。美味しいよね,0,0
タコ,泳ぐやつでしょ,0,0
イカ,泳ぐやつでしょ,0,0
鯛,泳ぐやつでしょ,0,0
カツオ,泳ぐやつでしょ,0,0
マグロ,泳ぐやつでしょ,0,0
タラ,泳ぐやつでしょ,0,0
鱒,泳ぐやつでしょ,0,0
イルカ,泳ぐやつでしょ,0,0
シャチ,泳ぐやつでしょ,0,0
鯨,泳ぐやつでしょ、大きいやつ,0,0
クジラ,泳ぐやつでしょ、大きいやつ,0,0
くらげ,泳ぐやつでしょ、宇宙人,0,0
爬虫類,うねうね動くやつだよね,0,0
トカゲ,うねうね動くやつだよね,0,0
蛇,うねうね動くやつだよね,0,0
ヘビ,うねうね動くやつだよね,0,0
ワニ,うねうね動くやつだよね,0,0
恐竜,はるか昔に滅んだ種の事です,0,0
###乗り物####,,,
乗り物,私は、乗れないんで,0,0
バス,乗り物ですよね、知ってます,0,0
電車,乗り物ですよね、知ってます,0,0
汽車,乗り物ですよね、知ってます,0,0
バイク,乗り物ですよね、知ってます,0,0
スクーター,乗り物ですよね、知ってます,0,0
新幹線,乗り物ですよね、知ってます,0,0
モノレール,乗り物ですよね、知ってます,0,0
自動車,乗り物ですよね、知ってます,0,0
自転車,乗り物ですよね、知ってます,0,0
船,乗り物ですよね、知ってます,0,0
タンカー,乗り物ですよね、知ってます,0,0
飛行機,乗り物ですよね、知ってます,0,0
ヘリ,乗り物ですよね、知ってます,0,0
###食べ物####,,,
食べ物,私は、食べないんで,0,0
みかん,食べ物ですよね、知ってます,0,0
りんご,食べ物ですよね、知ってます,0,0
バナナ,食べ物ですよね、知ってます,0,0
梨,食べ物ですよね、知ってます,0,0
柿,食べ物ですよね、知ってます,0,0
もも,食べ物ですよね、知ってます,0,0
メロン,食べ物ですよね、知ってます,0,0
マンゴー,食べ物ですよね、知ってます,0,0
パイナップル,食べ物ですよね、知ってます,0,0
イチゴ,食べ物ですよね、知ってます,0,0
グレープ,食べ物ですよね、知ってます,0,0
マスカット,食べ物ですよね、知ってます,0,0
ぶどう,食べ物ですよね、知ってます,0,0
メン,食べ物ですよね、知ってます,0,0
うどん,食べ物ですよね、知ってます,0,0
そば,食べ物ですよね、知ってます,0,0
スパゲッティー,食べ物ですよね、知ってます,0,0
ほうとう,食べ物ですよね、知ってます,0,0
やきそば,食べ物ですよね、知ってます,0,0
やきうどん,食べ物ですよね、知ってます,0,0
麺,食べ物ですよね、知ってます,0,0
煮物,食べ物ですよね、知ってます,0,0
肉じゃが,食べ物ですよね、知ってます,0,0
焼き鳥,食べ物ですよね、知ってます,0,0
牛丼,食べ物ですよね、知ってます,0,0
かつ丼,食べ物ですよね、知ってます,0,0
天丼,食べ物ですよね、知ってます,0,0
すし,食べ物ですよね、知ってます,0,0
ごはん,食べ物ですよね、知ってます,0,0
ご飯,食べ物ですよね、知ってます,0,0
おにぎり,食べ物ですよね、知ってます,0,0
御飯,食べ物ですよね、知ってます,0,0
チャーハン,食べ物ですよね、知ってます,0,0
カレー,食べ物ですよね、知ってます,0,0
お好み焼き,食べ物ですよね、知ってます,0,0
たこ焼き,食べ物ですよね、知ってます,0,0
餃子,食べ物ですよね、知ってます,0,0
ハンバーグ,食べ物ですよね、知ってます,0,0
スープ,食べ物ですよね、知ってます,0,0
炒め,食べ物ですよね、知ってます,0,0
焼肉,食べ物ですよね、知ってます,0,0
ステーキ,食べ物ですよね、知ってます,0,0
ソテー,食べ物ですよね、知ってます,0,0
ポタージュ,食べ物ですよね、知ってます,0,0
ハンバーガー,食べ物ですよね、知ってます,0,0
ポテト,食べ物ですよね、知ってます,0,0
パン,食べ物ですよね、知ってます,0,0
トースト,食べ物ですよね、知ってます,0,0
すき焼,食べ物ですよね、知ってます,0,0
目玉焼き,食べ物ですよね、知ってます,0,0
玉子焼き,食べ物ですよね、知ってます,0,0
ソーセージ,食べ物ですよね、知ってます,0,0
ベーコン,食べ物ですよね、知ってます,0,0
野菜,食べ物ですよね、知ってます,0,0
キャベツ,食べ物ですよね、知ってます,0,0
レタス,食べ物ですよね、知ってます,0,0
白菜,食べ物ですよね、知ってます,0,0
すいか,食べ物ですよね、知ってます,0,0
なす,食べ物ですよね、知ってます,0,0
